# R	G	B
0.674510 0.752941 0.788235
0.674510 0.752941 0.788235
0.674510 0.752941 0.788235
0.674510 0.752941 0.788235
0.678431 0.756863 0.792157
0.678431 0.756863 0.788235
0.678431 0.752941 0.780392
0.678431 0.752941 0.780392
0.678431 0.752941 0.784314
0.678431 0.749020 0.788235
0.674510 0.745098 0.784314
0.674510 0.745098 0.784314
0.670588 0.741176 0.780392
0.670588 0.741176 0.780392
0.666667 0.737255 0.776471
0.666667 0.737255 0.776471
0.662745 0.733333 0.772549
0.662745 0.733333 0.772549
0.662745 0.733333 0.772549
0.662745 0.737255 0.768627
0.662745 0.737255 0.764706
0.658824 0.733333 0.764706
0.654902 0.725490 0.764706
0.650980 0.725490 0.764706
0.643137 0.725490 0.760784
0.643137 0.729412 0.784314
0.643137 0.733333 0.784314
0.647059 0.733333 0.784314
0.650980 0.733333 0.784314
0.658824 0.737255 0.788235
0.666667 0.745098 0.788235
0.666667 0.745098 0.788235
0.670588 0.749020 0.784314
0.670588 0.749020 0.784314
0.674510 0.752941 0.788235
0.674510 0.752941 0.788235
0.674510 0.752941 0.784314
0.678431 0.752941 0.784314
0.678431 0.749020 0.784314
0.678431 0.749020 0.784314
0.678431 0.749020 0.784314
0.674510 0.745098 0.784314
0.670588 0.741176 0.780392
0.670588 0.741176 0.780392
0.666667 0.741176 0.776471
0.666667 0.737255 0.772549
0.662745 0.737255 0.776471
0.658824 0.737255 0.776471
0.658824 0.733333 0.772549
0.658824 0.733333 0.768627
0.658824 0.733333 0.768627
0.658824 0.733333 0.768627
0.658824 0.733333 0.764706
0.658824 0.729412 0.764706
0.650980 0.725490 0.764706
0.647059 0.725490 0.760784
0.643137 0.725490 0.760784
0.654902 0.737255 0.784314
0.654902 0.737255 0.784314
0.658824 0.737255 0.784314
0.658824 0.737255 0.784314
0.666667 0.741176 0.788235
0.666667 0.745098 0.788235
0.666667 0.745098 0.788235
0.670588 0.749020 0.788235
0.674510 0.752941 0.788235
0.674510 0.752941 0.788235
0.674510 0.752941 0.788235
0.674510 0.752941 0.784314
0.674510 0.752941 0.780392
0.674510 0.745098 0.784314
0.674510 0.745098 0.784314
0.674510 0.745098 0.784314
0.674510 0.745098 0.784314
0.670588 0.741176 0.780392
0.666667 0.737255 0.780392
0.662745 0.733333 0.780392
0.658824 0.733333 0.776471
0.654902 0.733333 0.776471
0.654902 0.733333 0.776471
0.654902 0.733333 0.772549
0.654902 0.733333 0.768627
0.650980 0.729412 0.768627
0.654902 0.729412 0.768627
0.654902 0.725490 0.768627
0.650980 0.725490 0.764706
0.647059 0.725490 0.764706
0.643137 0.725490 0.764706
0.643137 0.721569 0.760784
0.666667 0.745098 0.788235
0.666667 0.745098 0.780392
0.670588 0.745098 0.784314
0.670588 0.745098 0.784314
0.670588 0.749020 0.784314
0.674510 0.752941 0.788235
0.674510 0.752941 0.788235
0.674510 0.752941 0.788235
0.674510 0.752941 0.788235
0.674510 0.752941 0.788235
0.674510 0.752941 0.788235
0.674510 0.752941 0.784314
0.674510 0.752941 0.780392
0.678431 0.749020 0.788235
0.678431 0.749020 0.788235
0.674510 0.745098 0.784314
0.674510 0.745098 0.784314
0.670588 0.741176 0.780392
0.666667 0.737255 0.784314
0.666667 0.737255 0.784314
0.662745 0.733333 0.780392
0.658824 0.737255 0.780392
0.654902 0.733333 0.776471
0.650980 0.729412 0.772549
0.647059 0.725490 0.768627
0.647059 0.725490 0.768627
0.647059 0.725490 0.768627
0.647059 0.725490 0.768627
0.647059 0.725490 0.768627
0.643137 0.721569 0.768627
0.643137 0.721569 0.764706
0.639216 0.717647 0.760784
0.666667 0.745098 0.792157
0.666667 0.745098 0.784314
0.674510 0.749020 0.780392
0.674510 0.749020 0.780392
0.670588 0.749020 0.784314
0.670588 0.749020 0.784314
0.670588 0.749020 0.784314
0.670588 0.749020 0.784314
0.670588 0.749020 0.784314
0.670588 0.749020 0.784314
0.670588 0.749020 0.784314
0.670588 0.749020 0.780392
0.670588 0.749020 0.780392
0.674510 0.745098 0.784314
0.674510 0.749020 0.784314
0.674510 0.745098 0.784314
0.674510 0.745098 0.780392
0.670588 0.741176 0.780392
0.670588 0.741176 0.780392
0.666667 0.741176 0.776471
0.662745 0.737255 0.776471
0.658824 0.733333 0.776471
0.654902 0.733333 0.776471
0.650980 0.729412 0.772549
0.647059 0.725490 0.768627
0.643137 0.721569 0.764706
0.639216 0.717647 0.760784
0.639216 0.721569 0.764706
0.639216 0.721569 0.764706
0.643137 0.717647 0.768627
0.639216 0.717647 0.768627
0.639216 0.713726 0.764706
0.662745 0.741176 0.784314
0.662745 0.741176 0.780392
0.666667 0.745098 0.784314
0.666667 0.745098 0.784314
0.666667 0.741176 0.780392
0.662745 0.741176 0.776471
0.662745 0.741176 0.776471
0.666667 0.745098 0.780392
0.666667 0.745098 0.780392
0.666667 0.745098 0.780392
0.666667 0.745098 0.780392
0.666667 0.745098 0.780392
0.670588 0.745098 0.780392
0.674510 0.749020 0.776471
0.674510 0.749020 0.776471
0.670588 0.749020 0.776471
0.670588 0.745098 0.776471
0.666667 0.745098 0.772549
0.666667 0.741176 0.776471
0.662745 0.741176 0.772549
0.658824 0.737255 0.772549
0.654902 0.733333 0.776471
0.650980 0.733333 0.776471
0.650980 0.729412 0.772549
0.647059 0.725490 0.768627
0.647059 0.721569 0.764706
0.643137 0.721569 0.764706
0.643137 0.721569 0.764706
0.643137 0.721569 0.764706
0.643137 0.721569 0.764706
0.643137 0.717647 0.764706
0.639216 0.713726 0.768627
0.658824 0.737255 0.780392
0.658824 0.737255 0.780392
0.662745 0.741176 0.784314
0.662745 0.741176 0.784314
0.662745 0.741176 0.780392
0.662745 0.741176 0.776471
0.662745 0.741176 0.776471
0.662745 0.741176 0.776471
0.662745 0.741176 0.776471
0.662745 0.741176 0.776471
0.666667 0.745098 0.780392
0.666667 0.745098 0.780392
0.666667 0.745098 0.780392
0.666667 0.745098 0.776471
0.666667 0.741176 0.776471
0.666667 0.741176 0.772549
0.662745 0.741176 0.772549
0.662745 0.741176 0.772549
0.662745 0.741176 0.772549
0.658824 0.737255 0.772549
0.658824 0.737255 0.772549
0.654902 0.733333 0.776471
0.650980 0.729412 0.776471
0.650980 0.729412 0.768627
0.650980 0.725490 0.764706
0.647059 0.725490 0.760784
0.643137 0.721569 0.764706
0.643137 0.721569 0.764706
0.639216 0.717647 0.764706
0.635294 0.717647 0.760784
0.631373 0.713726 0.760784
0.627451 0.709804 0.760784
0.658824 0.737255 0.780392
0.658824 0.737255 0.780392
0.662745 0.741176 0.784314
0.658824 0.737255 0.780392
0.658824 0.737255 0.776471
0.662745 0.741176 0.776471
0.662745 0.741176 0.776471
0.662745 0.741176 0.776471
0.662745 0.741176 0.776471
0.662745 0.741176 0.776471
0.662745 0.741176 0.776471
0.662745 0.741176 0.776471
0.662745 0.741176 0.776471
0.662745 0.741176 0.776471
0.658824 0.741176 0.776471
0.658824 0.741176 0.776471
0.662745 0.741176 0.776471
0.658824 0.737255 0.772549
0.658824 0.737255 0.772549
0.658824 0.737255 0.772549
0.654902 0.733333 0.768627
0.654902 0.733333 0.772549
0.650980 0.729412 0.772549
0.647059 0.725490 0.768627
0.639216 0.721569 0.768627
0.639216 0.717647 0.764706
0.631373 0.713726 0.764706
0.623529 0.713726 0.764706
0.619608 0.709804 0.760784
0.611765 0.705882 0.760784
0.607843 0.701961 0.760784
0.600000 0.698039 0.760784
0.654902 0.733333 0.780392
0.654902 0.729412 0.776471
0.654902 0.733333 0.780392
0.654902 0.737255 0.784314
0.658824 0.741176 0.780392
0.662745 0.737255 0.780392
0.658824 0.737255 0.772549
0.658824 0.737255 0.772549
0.658824 0.737255 0.776471
0.662745 0.741176 0.776471
0.658824 0.741176 0.780392
0.658824 0.737255 0.776471
0.654902 0.737255 0.776471
0.650980 0.737255 0.780392
0.650980 0.737255 0.776471
0.650980 0.733333 0.776471
0.654902 0.737255 0.780392
0.650980 0.733333 0.776471
0.647059 0.729412 0.772549
0.647059 0.729412 0.772549
0.643137 0.729412 0.772549
0.639216 0.725490 0.768627
0.639216 0.721569 0.764706
0.631373 0.717647 0.764706
0.619608 0.709804 0.764706
0.615686 0.709804 0.764706
0.607843 0.705882 0.760784
0.596078 0.698039 0.760784
0.588235 0.694118 0.760784
0.580392 0.690196 0.760784
0.576471 0.690196 0.760784
0.568627 0.682353 0.760784
0.658824 0.737255 0.780392
0.658824 0.733333 0.776471
0.670588 0.745098 0.780392
0.666667 0.737255 0.772549
0.650980 0.729412 0.768627
0.647059 0.729412 0.772549
0.658824 0.737255 0.784314
0.654902 0.741176 0.784314
0.643137 0.737255 0.776471
0.643137 0.733333 0.772549
0.643137 0.725490 0.768627
0.643137 0.729412 0.772549
0.647059 0.733333 0.776471
0.643137 0.729412 0.776471
0.639216 0.725490 0.772549
0.639216 0.725490 0.776471
0.635294 0.725490 0.772549
0.631373 0.725490 0.772549
0.631373 0.721569 0.772549
0.631373 0.721569 0.772549
0.627451 0.721569 0.768627
0.619608 0.717647 0.772549
0.611765 0.713726 0.768627
0.603922 0.705882 0.764706
0.596078 0.705882 0.768627
0.588235 0.694118 0.764706
0.576471 0.694118 0.764706
0.568627 0.690196 0.764706
0.564706 0.682353 0.756863
0.560784 0.682353 0.760784
0.556863 0.682353 0.760784
0.552941 0.678431 0.756863
0.674510 0.752941 0.796078
0.678431 0.768627 0.807843
0.647059 0.733333 0.764706
0.556863 0.635294 0.662745
0.552941 0.623529 0.654902
0.615686 0.674510 0.705882
0.623529 0.701961 0.733333
0.627451 0.717647 0.764706
0.627451 0.725490 0.772549
0.619608 0.725490 0.772549
0.623529 0.725490 0.772549
0.627451 0.721569 0.772549
0.623529 0.717647 0.764706
0.623529 0.713726 0.768627
0.623529 0.713726 0.768627
0.615686 0.717647 0.768627
0.611765 0.717647 0.768627
0.611765 0.713726 0.764706
0.607843 0.713726 0.768627
0.603922 0.709804 0.768627
0.600000 0.705882 0.764706
0.592157 0.701961 0.772549
0.588235 0.698039 0.772549
0.584314 0.698039 0.768627
0.568627 0.690196 0.768627
0.572549 0.694118 0.772549
0.576471 0.694118 0.768627
0.576471 0.690196 0.764706
0.572549 0.690196 0.764706
0.568627 0.686275 0.756863
0.572549 0.686275 0.752941
0.572549 0.682353 0.752941
0.435294 0.533333 0.619608
0.301961 0.435294 0.537255
0.294118 0.427451 0.552941
0.282353 0.411765 0.517647
0.321569 0.439216 0.521569
0.400000 0.482353 0.541176
0.470588 0.537255 0.572549
0.533333 0.600000 0.635294
0.584314 0.654902 0.698039
0.623529 0.701961 0.741176
0.627451 0.713726 0.760784
0.611765 0.713726 0.764706
0.611765 0.717647 0.776471
0.600000 0.709804 0.772549
0.596078 0.705882 0.764706
0.600000 0.709804 0.768627
0.596078 0.705882 0.768627
0.592157 0.701961 0.768627
0.584314 0.701961 0.772549
0.576471 0.698039 0.772549
0.572549 0.694118 0.768627
0.576471 0.690196 0.772549
0.580392 0.694118 0.776471
0.572549 0.690196 0.768627
0.568627 0.694118 0.772549
0.576471 0.674510 0.741176
0.505882 0.584314 0.627451
0.501961 0.580392 0.635294
0.556863 0.674510 0.749020
0.560784 0.686275 0.768627
0.556863 0.678431 0.756863
0.549020 0.674510 0.752941
0.462745 0.521569 0.615686
0.113725 0.172549 0.309804
0.062745 0.141176 0.270588
0.109804 0.188235 0.305882
0.129412 0.215686 0.325490
0.184314 0.266667 0.384314
0.290196 0.364706 0.450980
0.368627 0.443137 0.509804
0.376471 0.482353 0.552941
0.423529 0.537255 0.600000
0.505882 0.615686 0.670588
0.572549 0.678431 0.729412
0.541176 0.643137 0.698039
0.513726 0.615686 0.670588
0.576471 0.690196 0.752941
0.576471 0.694118 0.776471
0.564706 0.694118 0.776471
0.564706 0.694118 0.768627
0.560784 0.694118 0.768627
0.549020 0.694118 0.768627
0.552941 0.690196 0.768627
0.552941 0.682353 0.764706
0.556863 0.682353 0.764706
0.564706 0.682353 0.764706
0.560784 0.615686 0.690196
0.474510 0.505882 0.556863
0.388235 0.450980 0.478431
0.435294 0.513726 0.576471
0.525490 0.666667 0.752941
0.529412 0.670588 0.764706
0.521569 0.666667 0.760784
0.517647 0.662745 0.756863
0.611765 0.698039 0.760784
0.341176 0.403922 0.505882
0.192157 0.247059 0.352941
0.172549 0.227451 0.325490
0.129412 0.184314 0.282353
0.129412 0.184314 0.278431
0.160784 0.219608 0.325490
0.219608 0.298039 0.403922
0.231373 0.360784 0.466667
0.219608 0.392157 0.509804
0.278431 0.439216 0.525490
0.384314 0.447059 0.474510
0.321569 0.380392 0.403922
0.356863 0.482353 0.541176
0.545098 0.666667 0.729412
0.564706 0.686275 0.749020
0.572549 0.694118 0.764706
0.564706 0.698039 0.772549
0.560784 0.694118 0.772549
0.560784 0.690196 0.768627
0.564706 0.690196 0.768627
0.572549 0.698039 0.768627
0.580392 0.690196 0.760784
0.549020 0.588235 0.662745
0.458824 0.380392 0.458824
0.400000 0.337255 0.403922
0.396078 0.435294 0.478431
0.509804 0.607843 0.666667
0.560784 0.690196 0.760784
0.560784 0.678431 0.752941
0.560784 0.682353 0.752941
0.556863 0.678431 0.752941
0.596078 0.709804 0.772549
0.572549 0.670588 0.745098
0.525490 0.615686 0.694118
0.462745 0.537255 0.623529
0.341176 0.407843 0.494118
0.247059 0.309804 0.400000
0.301961 0.360784 0.435294
0.360784 0.411765 0.474510
0.290196 0.349020 0.427451
0.270588 0.352941 0.415686
0.239216 0.309804 0.345098
0.200000 0.227451 0.219608
0.196078 0.258824 0.286275
0.203922 0.388235 0.486275
0.305882 0.478431 0.568627
0.403922 0.545098 0.611765
0.478431 0.607843 0.666667
0.537255 0.650980 0.705882
0.572549 0.678431 0.733333
0.588235 0.690196 0.749020
0.596078 0.694118 0.752941
0.588235 0.666667 0.737255
0.509804 0.568627 0.658824
0.419608 0.403922 0.494118
0.392157 0.317647 0.364706
0.392157 0.313726 0.376471
0.462745 0.470588 0.545098
0.588235 0.686275 0.745098
0.600000 0.698039 0.752941
0.596078 0.698039 0.752941
0.592157 0.694118 0.749020
0.588235 0.690196 0.745098
0.611765 0.705882 0.764706
0.611765 0.709804 0.764706
0.619608 0.713726 0.772549
0.623529 0.713726 0.772549
0.619608 0.705882 0.760784
0.556863 0.631373 0.690196
0.368627 0.427451 0.494118
0.286275 0.341176 0.392157
0.266667 0.321569 0.384314
0.239216 0.298039 0.345098
0.196078 0.239216 0.254902
0.156863 0.180392 0.180392
0.125490 0.192157 0.239216
0.086275 0.227451 0.349020
0.094118 0.266667 0.388235
0.137255 0.313726 0.423529
0.203922 0.380392 0.478431
0.305882 0.462745 0.533333
0.396078 0.521569 0.588235
0.458824 0.545098 0.627451
0.490196 0.556863 0.650980
0.470588 0.517647 0.631373
0.384314 0.415686 0.552941
0.337255 0.352941 0.486275
0.364706 0.309804 0.384314
0.403922 0.360784 0.435294
0.541176 0.603922 0.678431
0.603922 0.705882 0.764706
0.596078 0.694118 0.749020
0.596078 0.698039 0.749020
0.592157 0.694118 0.745098
0.592157 0.690196 0.741176
0.615686 0.705882 0.764706
0.607843 0.701961 0.752941
0.607843 0.705882 0.760784
0.607843 0.705882 0.760784
0.611765 0.709804 0.764706
0.607843 0.701961 0.760784
0.517647 0.603922 0.666667
0.470588 0.556863 0.603922
0.501961 0.588235 0.639216
0.486275 0.572549 0.627451
0.266667 0.313726 0.337255
0.125490 0.141176 0.145098
0.117647 0.149020 0.200000
0.090196 0.152941 0.262745
0.074510 0.180392 0.274510
0.062745 0.196078 0.290196
0.058824 0.219608 0.325490
0.086275 0.254902 0.360784
0.129412 0.286275 0.388235
0.172549 0.298039 0.403922
0.200000 0.313726 0.431373
0.207843 0.301961 0.423529
0.278431 0.341176 0.423529
0.309804 0.352941 0.419608
0.274510 0.294118 0.356863
0.309804 0.337255 0.431373
0.552941 0.631373 0.698039
0.611765 0.709804 0.756863
0.603922 0.698039 0.749020
0.603922 0.698039 0.752941
0.603922 0.694118 0.749020
0.600000 0.694118 0.745098
0.600000 0.701961 0.760784
0.600000 0.698039 0.752941
0.600000 0.701961 0.760784
0.603922 0.701961 0.764706
0.607843 0.705882 0.764706
0.607843 0.705882 0.764706
0.615686 0.717647 0.768627
0.619608 0.721569 0.776471
0.615686 0.717647 0.772549
0.631373 0.733333 0.788235
0.505882 0.580392 0.623529
0.345098 0.388235 0.415686
0.317647 0.364706 0.400000
0.419608 0.486275 0.545098
0.388235 0.450980 0.513726
0.294118 0.360784 0.427451
0.188235 0.270588 0.349020
0.133333 0.227451 0.309804
0.117647 0.223529 0.309804
0.121569 0.231373 0.313726
0.125490 0.239216 0.317647
0.121569 0.215686 0.298039
0.164706 0.223529 0.290196
0.192157 0.231373 0.286275
0.172549 0.219608 0.258824
0.172549 0.219608 0.298039
0.498039 0.556863 0.619608
0.631373 0.709804 0.749020
0.619608 0.698039 0.745098
0.619608 0.701961 0.749020
0.611765 0.698039 0.745098
0.607843 0.694118 0.741176
0.619608 0.709804 0.764706
0.623529 0.705882 0.756863
0.627451 0.709804 0.760784
0.627451 0.709804 0.760784
0.631373 0.713726 0.764706
0.639216 0.713726 0.764706
0.631373 0.709804 0.756863
0.627451 0.709804 0.756863
0.631373 0.713726 0.756863
0.635294 0.713726 0.752941
0.635294 0.717647 0.760784
0.627451 0.701961 0.741176
0.619608 0.694118 0.725490
0.639216 0.717647 0.752941
0.635294 0.713726 0.749020
0.623529 0.690196 0.725490
0.592157 0.654902 0.690196
0.552941 0.623529 0.662745
0.529412 0.603922 0.639216
0.529412 0.600000 0.639216
0.529412 0.600000 0.639216
0.521569 0.596078 0.631373
0.525490 0.592157 0.631373
0.517647 0.584314 0.619608
0.521569 0.580392 0.615686
0.525490 0.584314 0.627451
0.603922 0.674510 0.713726
0.639216 0.709804 0.745098
0.631373 0.705882 0.749020
0.627451 0.705882 0.745098
0.623529 0.701961 0.741176
0.619608 0.698039 0.737255
0.639216 0.713726 0.764706
0.639216 0.713726 0.756863
0.639216 0.717647 0.756863
0.643137 0.717647 0.756863
0.643137 0.717647 0.760784
0.647059 0.721569 0.756863
0.650980 0.725490 0.756863
0.647059 0.729412 0.756863
0.647059 0.729412 0.760784
0.650980 0.729412 0.760784
0.650980 0.725490 0.749020
0.650980 0.725490 0.756863
0.654902 0.729412 0.756863
0.643137 0.713726 0.745098
0.643137 0.717647 0.749020
0.650980 0.729412 0.756863
0.658824 0.737255 0.764706
0.658824 0.737255 0.764706
0.658824 0.733333 0.756863
0.658824 0.729412 0.756863
0.654902 0.729412 0.756863
0.662745 0.729412 0.756863
0.666667 0.733333 0.756863
0.658824 0.733333 0.756863
0.658824 0.733333 0.764706
0.654902 0.733333 0.760784
0.647059 0.721569 0.745098
0.635294 0.709804 0.741176
0.635294 0.705882 0.745098
0.631373 0.701961 0.741176
0.623529 0.701961 0.737255
0.619608 0.698039 0.733333
0.635294 0.709804 0.760784
0.631373 0.713726 0.752941
0.635294 0.713726 0.756863
0.635294 0.717647 0.756863
0.639216 0.717647 0.756863
0.643137 0.717647 0.756863
0.643137 0.717647 0.752941
0.639216 0.717647 0.749020
0.639216 0.721569 0.749020
0.643137 0.721569 0.752941
0.647059 0.721569 0.752941
0.647059 0.717647 0.749020
0.643137 0.717647 0.745098
0.647059 0.725490 0.752941
0.647059 0.721569 0.749020
0.643137 0.713726 0.745098
0.635294 0.709804 0.737255
0.635294 0.705882 0.737255
0.635294 0.709804 0.737255
0.631373 0.709804 0.737255
0.631373 0.705882 0.733333
0.631373 0.705882 0.733333
0.627451 0.701961 0.733333
0.627451 0.701961 0.729412
0.627451 0.698039 0.729412
0.623529 0.698039 0.725490
0.627451 0.701961 0.733333
0.631373 0.701961 0.737255
0.627451 0.698039 0.741176
0.627451 0.698039 0.745098
0.623529 0.698039 0.741176
0.615686 0.694118 0.733333
0.623529 0.705882 0.756863
0.623529 0.705882 0.749020
0.627451 0.709804 0.752941
0.627451 0.709804 0.756863
0.631373 0.709804 0.756863
0.635294 0.713726 0.760784
0.635294 0.713726 0.756863
0.635294 0.713726 0.749020
0.639216 0.717647 0.752941
0.639216 0.717647 0.752941
0.643137 0.713726 0.752941
0.643137 0.713726 0.752941
0.643137 0.713726 0.752941
0.639216 0.713726 0.749020
0.635294 0.713726 0.749020
0.639216 0.713726 0.749020
0.639216 0.713726 0.749020
0.639216 0.713726 0.749020
0.635294 0.713726 0.749020
0.635294 0.713726 0.749020
0.635294 0.713726 0.745098
0.635294 0.713726 0.745098
0.635294 0.713726 0.741176
0.635294 0.709804 0.745098
0.635294 0.709804 0.745098
0.635294 0.705882 0.741176
0.631373 0.701961 0.741176
0.631373 0.701961 0.741176
0.627451 0.698039 0.745098
0.627451 0.701961 0.749020
0.623529 0.698039 0.745098
0.611765 0.694118 0.737255
0.603922 0.694118 0.749020
0.603922 0.694118 0.745098
0.611765 0.698039 0.749020
0.615686 0.701961 0.749020
0.619608 0.701961 0.752941
0.623529 0.701961 0.756863
0.627451 0.705882 0.752941
0.627451 0.709804 0.749020
0.631373 0.709804 0.749020
0.635294 0.713726 0.749020
0.635294 0.709804 0.749020
0.639216 0.709804 0.749020
0.635294 0.709804 0.749020
0.635294 0.713726 0.749020
0.631373 0.709804 0.745098
0.631373 0.709804 0.745098
0.631373 0.705882 0.745098
0.631373 0.705882 0.741176
0.631373 0.705882 0.741176
0.631373 0.705882 0.741176
0.627451 0.705882 0.741176
0.627451 0.705882 0.741176
0.627451 0.705882 0.741176
0.631373 0.705882 0.741176
0.631373 0.701961 0.741176
0.627451 0.701961 0.741176
0.631373 0.701961 0.741176
0.627451 0.701961 0.745098
0.627451 0.698039 0.749020
0.627451 0.698039 0.749020
0.619608 0.694118 0.745098
0.611765 0.690196 0.737255
0.596078 0.690196 0.745098
0.596078 0.694118 0.741176
0.603922 0.698039 0.749020
0.607843 0.698039 0.749020
0.615686 0.701961 0.749020
0.619608 0.701961 0.752941
0.619608 0.701961 0.749020
0.619608 0.705882 0.745098
0.623529 0.709804 0.749020
0.631373 0.709804 0.749020
0.631373 0.709804 0.749020
0.635294 0.709804 0.752941
0.635294 0.713726 0.749020
0.635294 0.709804 0.749020
0.635294 0.709804 0.749020
0.631373 0.709804 0.745098
0.631373 0.709804 0.745098
0.627451 0.709804 0.741176
0.631373 0.709804 0.741176
0.631373 0.709804 0.741176
0.627451 0.705882 0.737255
0.631373 0.705882 0.737255
0.631373 0.709804 0.737255
0.631373 0.705882 0.741176
0.631373 0.705882 0.745098
0.631373 0.705882 0.745098
0.631373 0.705882 0.745098
0.627451 0.701961 0.749020
0.627451 0.701961 0.745098
0.627451 0.698039 0.749020
0.619608 0.694118 0.745098
0.611765 0.690196 0.737255
0.580392 0.682353 0.745098
0.580392 0.686275 0.741176
0.584314 0.690196 0.745098
0.588235 0.690196 0.741176
