# R	G	B
-0.121569 0.043137 0.207843
-0.121569 0.043137 0.207843
-0.129412 0.035294 0.200000
-0.129412 0.035294 0.200000
-0.129412 0.035294 0.207843
-0.066667 0.145098 0.309804
-0.074510 0.137255 0.301961
-0.074510 0.137255 0.301961
-0.074510 0.121569 0.294118
-0.074510 0.121569 0.294118
-0.074510 0.121569 0.294118
-0.074510 0.121569 0.294118
-0.082353 0.113726 0.286275
-0.082353 0.113726 0.286275
-0.082353 0.113726 0.286275
-0.082353 0.113726 0.278431
-0.090196 0.113726 0.254902
-0.090196 0.113726 0.247059
-0.090196 0.113726 0.247059
-0.090196 0.105882 0.254902
-0.105882 0.090196 0.262745
-0.105882 0.090196 0.262745
-0.113725 0.082353 0.254902
-0.105882 0.082353 0.254902
-0.090196 0.074510 0.239216
-0.090196 0.074510 0.239216
-0.098039 0.066667 0.231373
-0.098039 0.066667 0.231373
-0.105882 0.058824 0.223529
-0.105882 0.058824 0.223529
-0.105882 0.058824 0.223529
-0.113725 0.050980 0.215686
-0.121569 0.043137 0.207843
-0.121569 0.043137 0.207843
-0.129412 0.035294 0.200000
-0.137255 0.027451 0.192157
-0.129412 0.035294 0.200000
-0.058824 0.145098 0.301961
-0.074510 0.129412 0.294118
-0.066667 0.129412 0.294118
-0.074510 0.121569 0.286275
-0.074510 0.121569 0.286275
-0.074510 0.121569 0.286275
-0.074510 0.121569 0.286275
-0.082353 0.113726 0.278431
-0.082353 0.113726 0.278431
-0.082353 0.113726 0.278431
-0.082353 0.113726 0.270588
-0.090196 0.105882 0.254902
-0.090196 0.105882 0.254902
-0.090196 0.105882 0.254902
-0.090196 0.105882 0.254902
-0.105882 0.090196 0.254902
-0.105882 0.090196 0.254902
-0.105882 0.090196 0.247059
-0.105882 0.082353 0.247059
-0.090196 0.074510 0.239216
-0.090196 0.074510 0.239216
-0.098039 0.066667 0.231373
-0.098039 0.066667 0.231373
-0.098039 0.066667 0.231373
-0.105882 0.058824 0.223529
-0.105882 0.058824 0.223529
-0.113725 0.050980 0.215686
-0.121569 0.043137 0.207843
-0.121569 0.043137 0.207843
-0.129412 0.035294 0.200000
-0.129412 0.027451 0.192157
-0.129412 0.035294 0.200000
-0.058824 0.137255 0.294118
-0.066667 0.129412 0.286275
-0.066667 0.129412 0.286275
-0.074510 0.121569 0.278431
-0.074510 0.121569 0.278431
-0.074510 0.121569 0.278431
-0.074510 0.121569 0.278431
-0.082353 0.113726 0.270588
-0.082353 0.113726 0.270588
-0.082353 0.113726 0.270588
-0.082353 0.113726 0.270588
-0.090196 0.105882 0.262745
-0.090196 0.105882 0.262745
-0.090196 0.105882 0.262745
-0.090196 0.105882 0.262745
-0.105882 0.090196 0.247059
-0.105882 0.090196 0.247059
-0.105882 0.090196 0.247059
-0.105882 0.090196 0.247059
-0.090196 0.074510 0.239216
-0.090196 0.074510 0.239216
-0.098039 0.066667 0.231373
-0.098039 0.066667 0.231373
-0.098039 0.066667 0.231373
-0.098039 0.066667 0.231373
-0.105882 0.058824 0.223529
-0.113725 0.050980 0.215686
-0.121569 0.043137 0.207843
-0.121569 0.043137 0.207843
-0.129412 0.035294 0.200000
-0.137255 0.027451 0.192157
-0.129412 0.035294 0.200000
-0.058824 0.137255 0.294118
-0.066667 0.129412 0.286275
-0.066667 0.129412 0.286275
-0.074510 0.121569 0.278431
-0.074510 0.121569 0.278431
-0.074510 0.121569 0.278431
-0.074510 0.121569 0.278431
-0.082353 0.113726 0.270588
-0.082353 0.113726 0.270588
-0.082353 0.113726 0.270588
-0.082353 0.113726 0.270588
-0.090196 0.105882 0.262745
-0.090196 0.105882 0.262745
-0.090196 0.105882 0.262745
-0.090196 0.105882 0.262745
-0.105882 0.090196 0.247059
-0.105882 0.090196 0.247059
-0.105882 0.090196 0.247059
-0.105882 0.090196 0.247059
-0.090196 0.074510 0.239216
-0.090196 0.074510 0.239216
-0.098039 0.066667 0.231373
-0.098039 0.066667 0.231373
-0.098039 0.066667 0.231373
-0.098039 0.066667 0.231373
-0.105882 0.058824 0.223529
-0.113725 0.050980 0.215686
-0.121569 0.043137 0.207843
-0.121569 0.043137 0.207843
-0.129412 0.035294 0.200000
-0.129412 0.035294 0.200000
-0.129412 0.035294 0.200000
-0.058824 0.137255 0.294118
-0.066667 0.129412 0.286275
-0.066667 0.129412 0.286275
-0.074510 0.121569 0.278431
-0.074510 0.121569 0.278431
-0.074510 0.121569 0.278431
-0.074510 0.121569 0.278431
-0.082353 0.113726 0.270588
-0.082353 0.113726 0.270588
-0.082353 0.113726 0.270588
-0.082353 0.113726 0.270588
-0.090196 0.105882 0.262745
-0.090196 0.105882 0.262745
-0.090196 0.105882 0.262745
-0.090196 0.105882 0.262745
-0.105882 0.090196 0.247059
-0.105882 0.090196 0.247059
-0.105882 0.090196 0.247059
-0.105882 0.090196 0.247059
-0.090196 0.074510 0.239216
-0.090196 0.074510 0.239216
-0.090196 0.074510 0.239216
-0.090196 0.074510 0.239216
-0.098039 0.066667 0.231373
-0.098039 0.066667 0.231373
-0.105882 0.058824 0.223529
-0.105882 0.058824 0.223529
-0.105882 0.058824 0.223529
-0.121569 0.043137 0.207843
-0.121569 0.043137 0.207843
-0.129412 0.035294 0.200000
-0.121569 0.043137 0.207843
-0.058824 0.137255 0.301961
-0.066667 0.129412 0.286275
-0.066667 0.129412 0.286275
-0.074510 0.121569 0.278431
-0.074510 0.121569 0.278431
-0.074510 0.121569 0.278431
-0.074510 0.121569 0.278431
-0.082353 0.113726 0.270588
-0.082353 0.113726 0.270588
-0.082353 0.113726 0.270588
-0.082353 0.113726 0.270588
-0.090196 0.105882 0.262745
-0.090196 0.105882 0.262745
-0.090196 0.105882 0.262745
-0.090196 0.105882 0.262745
-0.105882 0.090196 0.254902
-0.105882 0.090196 0.247059
-0.105882 0.090196 0.247059
-0.105882 0.090196 0.247059
-0.090196 0.074510 0.239216
-0.090196 0.074510 0.239216
-0.090196 0.074510 0.239216
-0.090196 0.074510 0.239216
-0.098039 0.066667 0.231373
-0.098039 0.066667 0.231373
-0.105882 0.058824 0.223529
-0.105882 0.058824 0.223529
-0.105882 0.058824 0.223529
-0.121569 0.043137 0.207843
-0.121569 0.043137 0.207843
-0.129412 0.043137 0.207843
-0.121569 0.043137 0.215686
-0.058824 0.145098 0.294118
-0.066667 0.129412 0.278431
-0.066667 0.129412 0.278431
-0.066667 0.129412 0.278431
-0.074510 0.129412 0.278431
-0.074510 0.129412 0.270588
-0.074510 0.121569 0.270588
-0.066667 0.113726 0.270588
-0.066667 0.113726 0.270588
-0.074510 0.113726 0.262745
-0.074510 0.105882 0.254902
-0.074510 0.105882 0.254902
-0.090196 0.105882 0.270588
-0.090196 0.098039 0.262745
-0.074510 0.105882 0.247059
-0.113725 0.066667 0.215686
-0.105882 0.082353 0.231373
-0.090196 0.090196 0.247059
-0.090196 0.082353 0.239216
-0.090196 0.074510 0.231373
-0.090196 0.074510 0.231373
-0.090196 0.074510 0.231373
-0.090196 0.074510 0.231373
-0.098039 0.066667 0.223529
-0.098039 0.066667 0.223529
-0.105882 0.058824 0.215686
-0.105882 0.058824 0.215686
-0.098039 0.058824 0.215686
-0.105882 0.043137 0.207843
-0.113725 0.043137 0.200000
-0.121569 0.035294 0.192157
-0.113725 0.043137 0.192157
-0.058824 0.145098 0.278431
-0.066667 0.137255 0.270588
-0.066667 0.137255 0.270588
-0.066667 0.137255 0.270588
-0.066667 0.137255 0.270588
-0.074510 0.129412 0.262745
-0.074510 0.129412 0.262745
-0.050980 0.113726 0.262745
-0.050980 0.113726 0.262745
-0.058824 0.105882 0.254902
-0.050980 0.105882 0.247059
-0.074510 0.082353 0.215686
-0.333333 -0.160784 0.019608
-0.341176 -0.176471 -0.003922
-0.074510 0.082353 0.207843
-0.145098 0.019608 0.160784
-0.098039 0.066667 0.215686
-0.074510 0.090196 0.239216
-0.082353 0.082353 0.231373
-0.090196 0.074510 0.223529
-0.090196 0.074510 0.223529
-0.090196 0.074510 0.223529
-0.090196 0.074510 0.223529
-0.098039 0.066667 0.215686
-0.098039 0.066667 0.215686
-0.105882 0.058824 0.207843
-0.098039 0.058824 0.207843
-0.090196 0.050980 0.207843
-0.098039 0.043137 0.200000
-0.105882 0.035294 0.192157
-0.105882 0.035294 0.176471
-0.105882 0.043137 0.160784
-0.058824 0.145098 0.278431
-0.066667 0.137255 0.270588
-0.066667 0.137255 0.270588
-0.066667 0.137255 0.270588
-0.066667 0.137255 0.270588
-0.074510 0.129412 0.262745
-0.066667 0.129412 0.262745
-0.050980 0.113726 0.262745
-0.050980 0.113726 0.262745
-0.058824 0.105882 0.254902
-0.050980 0.113726 0.254902
-0.019608 0.129412 0.254902
-0.450980 -0.325490 -0.168627
-0.592157 -0.458824 -0.309804
-0.231373 -0.074510 0.043137
-0.168627 -0.003922 0.137255
-0.105882 0.058824 0.207843
-0.074510 0.090196 0.239216
-0.082353 0.082353 0.231373
-0.090196 0.074510 0.223529
-0.090196 0.074510 0.223529
-0.090196 0.074510 0.223529
-0.098039 0.066667 0.215686
-0.098039 0.066667 0.215686
-0.098039 0.066667 0.215686
-0.105882 0.058824 0.207843
-0.098039 0.058824 0.207843
-0.090196 0.050980 0.207843
-0.098039 0.043137 0.200000
-0.105882 0.035294 0.192157
-0.105882 0.035294 0.176471
-0.105882 0.043137 0.160784
-0.058824 0.145098 0.278431
-0.066667 0.137255 0.270588
-0.066667 0.137255 0.270588
-0.066667 0.137255 0.270588
-0.066667 0.137255 0.270588
-0.066667 0.137255 0.270588
-0.066667 0.129412 0.270588
-0.050980 0.113726 0.262745
-0.050980 0.113726 0.262745
-0.058824 0.105882 0.254902
-0.050980 0.113726 0.262745
-0.129412 0.003922 0.129412
-0.490196 -0.419608 -0.278431
-0.560784 -0.474510 -0.341176
-0.403922 -0.262745 -0.129412
-0.247059 -0.082353 0.066667
-0.098039 0.066667 0.215686
-0.074510 0.090196 0.239216
-0.082353 0.082353 0.231373
-0.090196 0.074510 0.223529
-0.090196 0.074510 0.223529
-0.090196 0.074510 0.223529
-0.090196 0.074510 0.223529
-0.090196 0.074510 0.223529
-0.090196 0.074510 0.223529
-0.090196 0.074510 0.223529
-0.090196 0.066667 0.223529
-0.090196 0.050980 0.207843
-0.105882 0.035294 0.192157
-0.105882 0.035294 0.192157
-0.105882 0.035294 0.176471
-0.105882 0.043137 0.160784
-0.058824 0.145098 0.286275
-0.074510 0.129412 0.262745
-0.074510 0.129412 0.262745
-0.066667 0.137255 0.270588
-0.050980 0.152941 0.286275
-0.050980 0.160784 0.294118
-0.043137 0.152941 0.294118
-0.027451 0.137255 0.286275
-0.027451 0.137255 0.286275
-0.035294 0.129412 0.278431
-0.011765 0.152941 0.301961
-0.239216 -0.113725 0.019608
-0.560784 -0.537255 -0.419608
-0.568627 -0.537255 -0.411765
-0.537255 -0.403922 -0.262745
-0.325490 -0.152941 -0.003922
-0.082353 0.082353 0.231373
-0.074510 0.090196 0.239216
-0.082353 0.082353 0.231373
-0.098039 0.074510 0.223529
-0.098039 0.066667 0.215686
-0.129412 0.035294 0.184314
-0.152941 0.011765 0.160784
-0.176471 -0.011765 0.137255
-0.207843 -0.043137 0.105882
-0.207843 -0.043137 0.105882
-0.215686 -0.058824 0.098039
-0.152941 -0.011765 0.145098
-0.098039 0.043137 0.200000
-0.105882 0.035294 0.192157
-0.105882 0.035294 0.176471
-0.105882 0.043137 0.160784
-0.050980 0.145098 0.278431
-0.105882 0.082353 0.215686
-0.168627 0.027451 0.152941
-0.176471 0.011765 0.145098
-0.239216 -0.043137 0.090196
-0.270588 -0.074510 0.058824
-0.262745 -0.074510 0.058824
-0.231373 -0.074510 0.074510
-0.215686 -0.058824 0.082353
-0.231373 -0.082353 0.058824
-0.215686 -0.066667 0.074510
-0.262745 -0.160784 -0.027451
-0.450980 -0.435294 -0.325490
-0.545098 -0.521569 -0.411765
-0.623529 -0.513726 -0.380392
-0.498039 -0.364706 -0.239216
-0.380392 -0.239216 -0.105882
-0.403922 -0.247059 -0.105882
-0.435294 -0.278431 -0.129412
-0.466667 -0.301961 -0.160784
-0.498039 -0.341176 -0.200000
-0.521569 -0.356863 -0.215686
-0.529412 -0.364706 -0.223529
-0.537255 -0.372549 -0.231373
-0.388235 -0.223529 -0.082353
-0.215686 -0.050980 0.090196
-0.184314 -0.019608 0.121569
-0.129412 0.011765 0.160784
-0.105882 0.035294 0.184314
-0.105882 0.035294 0.184314
-0.113725 0.035294 0.168628
-0.105882 0.043137 0.160784
-0.043137 0.129412 0.247059
-0.074510 0.105882 0.215686
-0.105882 0.066667 0.184314
-0.121569 0.050980 0.168628
-0.286274 -0.105882 0.003922
-0.450980 -0.270588 -0.160784
-0.458824 -0.294118 -0.176471
-0.513726 -0.380392 -0.254902
-0.647059 -0.513726 -0.388235
-0.701961 -0.568627 -0.443137
-0.678431 -0.552941 -0.427451
-0.647059 -0.552941 -0.450980
-0.584314 -0.505882 -0.411765
-0.631373 -0.552941 -0.458824
-0.631373 -0.552941 -0.458824
-0.474510 -0.427451 -0.356863
-0.639216 -0.560784 -0.474510
-0.772549 -0.647059 -0.529412
-0.764706 -0.623529 -0.482353
-0.576471 -0.427451 -0.301961
-0.482353 -0.333333 -0.207843
-0.349020 -0.200000 -0.074510
-0.270588 -0.113725 0.003922
-0.247059 -0.074510 0.035294
-0.152941 0.011765 0.129412
-0.098039 0.074510 0.184314
-0.098039 0.066667 0.184314
-0.098039 0.050980 0.168628
-0.113725 0.035294 0.160784
-0.113725 0.035294 0.152941
-0.113725 0.035294 0.152941
-0.105882 0.043137 0.160784
-0.043137 0.129412 0.239216
-0.050980 0.121569 0.231373
-0.050980 0.121569 0.231373
-0.043137 0.129412 0.239216
-0.058824 0.113726 0.223529
-0.090196 0.082353 0.192157
-0.090196 0.082353 0.192157
-0.129412 0.011765 0.137255
-0.466667 -0.333333 -0.207843
-0.662745 -0.521569 -0.403922
-0.466667 -0.333333 -0.215686
-0.490196 -0.380392 -0.270588
-0.458824 -0.341176 -0.239216
-0.615686 -0.505882 -0.403922
-0.670588 -0.576471 -0.482353
-0.529412 -0.458824 -0.388235
-0.427451 -0.333333 -0.247059
-0.490196 -0.356863 -0.231373
-0.576471 -0.419608 -0.286274
-0.192157 -0.043137 0.074510
-0.098039 0.050980 0.168628
-0.074510 0.074510 0.192157
-0.066667 0.090196 0.200000
-0.090196 0.082353 0.192157
-0.105882 0.066667 0.176471
-0.105882 0.066667 0.176471
-0.105882 0.058824 0.168628
-0.105882 0.043137 0.160784
-0.113725 0.035294 0.152941
-0.113725 0.035294 0.152941
-0.121569 0.027451 0.145098
-0.121569 0.035294 0.152941
-0.043137 0.129412 0.239216
-0.050980 0.121569 0.231373
-0.058824 0.113726 0.223529
-0.058824 0.113726 0.223529
-0.050980 0.121569 0.231373
-0.050980 0.121569 0.231373
-0.058824 0.113726 0.223529
-0.043137 0.121569 0.231373
-0.121569 0.035294 0.145098
-0.223529 -0.066667 0.050980
-0.176471 -0.019608 0.090196
-0.247059 -0.105882 0.003922
-0.090196 0.050980 0.160784
-0.200000 -0.058824 0.050980
-0.458824 -0.325490 -0.215686
-0.419608 -0.301961 -0.207843
-0.254902 -0.121569 -0.019608
-0.294118 -0.145098 -0.027451
-0.152941 0.011765 0.137255
-0.090196 0.058824 0.176471
-0.082353 0.066667 0.176471
-0.090196 0.058824 0.176471
-0.098039 0.058824 0.168628
-0.105882 0.066667 0.176471
-0.113725 0.058824 0.168628
-0.113725 0.058824 0.168628
-0.113725 0.050980 0.168628
-0.105882 0.043137 0.160784
-0.113725 0.035294 0.152941
-0.113725 0.035294 0.152941
-0.121569 0.027451 0.145098
-0.113725 0.035294 0.152941
-0.043137 0.129412 0.239216
-0.050980 0.121569 0.231373
-0.050980 0.121569 0.231373
-0.058824 0.113726 0.223529
-0.058824 0.113726 0.223529
-0.058824 0.113726 0.223529
-0.058824 0.113726 0.223529
-0.074510 0.105882 0.215686
-0.058824 0.113726 0.223529
-0.043137 0.129412 0.239216
-0.231373 -0.058824 0.050980
-0.380392 -0.207843 -0.098039
-0.082353 0.090196 0.200000
-0.066667 0.105882 0.223529
-0.105882 0.066667 0.176471
-0.090196 0.082353 0.192157
-0.254902 -0.090196 0.027451
-0.356863 -0.192157 -0.074510
-0.082353 0.090196 0.200000
-0.090196 0.058824 0.176471
-0.090196 0.058824 0.176471
-0.090196 0.058824 0.176471
-0.090196 0.058824 0.176471
-0.105882 0.066667 0.176471
-0.113725 0.058824 0.168628
-0.121569 0.050980 0.160784
-0.113725 0.050980 0.160784
-0.105882 0.043137 0.160784
-0.105882 0.043137 0.160784
-0.113725 0.035294 0.152941
-0.113725 0.027451 0.145098
-0.113725 0.035294 0.152941
-0.043137 0.129412 0.239216
-0.050980 0.121569 0.231373
-0.050980 0.121569 0.231373
-0.058824 0.113726 0.223529
-0.058824 0.113726 0.223529
-0.058824 0.113726 0.223529
-0.058824 0.113726 0.223529
-0.066667 0.105882 0.215686
-0.074510 0.105882 0.215686
-0.074510 0.105882 0.215686
-0.098039 0.082353 0.192157
-0.145098 0.043137 0.160784
-0.090196 0.098039 0.215686
-0.098039 0.090196 0.207843
-0.098039 0.090196 0.207843
-0.105882 0.090196 0.215686
-0.113725 0.082353 0.200000
-0.121569 0.058824 0.168628
-0.098039 0.066667 0.184314
-0.090196 0.058824 0.176471
-0.090196 0.058824 0.176471
-0.090196 0.058824 0.176471
-0.090196 0.058824 0.176471
-0.105882 0.066667 0.176471
-0.105882 0.058824 0.168628
-0.121569 0.050980 0.160784
-0.113725 0.050980 0.160784
-0.105882 0.043137 0.160784
-0.105882 0.043137 0.152941
-0.113725 0.035294 0.152941
-0.121569 0.027451 0.145098
-0.113725 0.035294 0.152941
-0.043137 0.129412 0.239216
-0.058824 0.113726 0.215686
-0.058824 0.113726 0.215686
-0.050980 0.105882 0.215686
-0.043137 0.105882 0.215686
-0.043137 0.105882 0.215686
-0.050980 0.105882 0.215686
-0.058824 0.098039 0.207843
-0.058824 0.098039 0.207843
-0.058824 0.098039 0.207843
-0.058824 0.105882 0.207843
-0.074510 0.098039 0.192157
-0.082353 0.082353 0.176471
-0.082353 0.082353 0.176471
-0.082353 0.082353 0.184314
-0.090196 0.082353 0.192157
-0.082353 0.082353 0.200000
-0.082353 0.082353 0.192157
-0.082353 0.074510 0.184314
-0.082353 0.066667 0.176471
-0.082353 0.066667 0.176471
-0.090196 0.058824 0.168628
-0.090196 0.058824 0.168628
-0.090196 0.058824 0.168628
-0.098039 0.058824 0.168628
-0.105882 0.043137 0.152941
-0.105882 0.043137 0.152941
-0.113725 0.035294 0.152941
-0.113725 0.035294 0.145098
-0.113725 0.035294 0.145098
-0.113725 0.027451 0.145098
-0.113725 0.035294 0.152941
-0.043137 0.129412 0.231373
-0.058824 0.113726 0.215686
-0.058824 0.113726 0.215686
-0.043137 0.105882 0.215686
-0.043137 0.105882 0.215686
-0.043137 0.105882 0.215686
-0.043137 0.105882 0.215686
-0.050980 0.098039 0.207843
-0.050980 0.098039 0.207843
-0.050980 0.098039 0.207843
-0.050980 0.098039 0.200000
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.168628
-0.074510 0.074510 0.184314
-0.074510 0.074510 0.184314
-0.074510 0.074510 0.184314
-0.074510 0.074510 0.184314
-0.082353 0.066667 0.176471
-0.082353 0.066667 0.176471
-0.090196 0.058824 0.168628
-0.090196 0.058824 0.168628
-0.090196 0.058824 0.168628
-0.090196 0.050980 0.160784
-0.105882 0.043137 0.152941
-0.105882 0.043137 0.152941
-0.113725 0.035294 0.145098
-0.121569 0.027451 0.137255
-0.113725 0.035294 0.145098
-0.113725 0.035294 0.137255
-0.113725 0.035294 0.145098
-0.043137 0.129412 0.231373
-0.058824 0.113726 0.215686
-0.058824 0.113726 0.215686
-0.050980 0.105882 0.215686
-0.043137 0.105882 0.215686
-0.043137 0.105882 0.215686
-0.043137 0.105882 0.215686
-0.050980 0.098039 0.207843
-0.050980 0.098039 0.207843
-0.058824 0.090196 0.200000
-0.058824 0.090196 0.200000
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.168628
-0.074510 0.074510 0.168628
-0.074510 0.074510 0.184314
-0.074510 0.074510 0.184314
-0.074510 0.074510 0.184314
-0.082353 0.066667 0.176471
-0.082353 0.066667 0.176471
-0.090196 0.058824 0.168628
-0.090196 0.058824 0.168628
-0.090196 0.058824 0.168628
-0.098039 0.050980 0.160784
-0.098039 0.050980 0.160784
-0.105882 0.043137 0.152941
-0.105882 0.043137 0.152941
-0.113725 0.035294 0.145098
-0.113725 0.035294 0.145098
-0.113725 0.035294 0.145098
-0.121569 0.027451 0.137255
-0.113725 0.035294 0.145098
-0.050980 0.129412 0.231373
-0.058824 0.113726 0.215686
-0.058824 0.113726 0.215686
-0.050980 0.098039 0.207843
-0.050980 0.098039 0.207843
-0.050980 0.098039 0.207843
-0.050980 0.098039 0.207843
-0.050980 0.098039 0.207843
-0.050980 0.098039 0.207843
-0.066667 0.082353 0.192157
-0.066667 0.082353 0.184314
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.168628
-0.082353 0.074510 0.160784
-0.082353 0.074510 0.160784
-0.082353 0.066667 0.176471
-0.082353 0.066667 0.176471
-0.082353 0.066667 0.176471
-0.082353 0.066667 0.176471
-0.090196 0.058824 0.168628
-0.090196 0.058824 0.168628
-0.090196 0.058824 0.168628
-0.098039 0.050980 0.160784
-0.105882 0.043137 0.152941
-0.105882 0.043137 0.152941
-0.113725 0.035294 0.145098
-0.113725 0.035294 0.145098
-0.113725 0.035294 0.145098
-0.113725 0.035294 0.145098
-0.121569 0.027451 0.137255
-0.121569 0.027451 0.137255
-0.121569 0.027451 0.137255
-0.050980 0.121569 0.223529
-0.058824 0.113726 0.215686
-0.058824 0.113726 0.215686
-0.050980 0.098039 0.207843
-0.050980 0.098039 0.207843
-0.050980 0.098039 0.207843
-0.050980 0.098039 0.207843
-0.050980 0.098039 0.207843
-0.050980 0.098039 0.207843
-0.066667 0.082353 0.192157
-0.066667 0.082353 0.184314
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.168628
-0.082353 0.074510 0.160784
-0.082353 0.074510 0.160784
-0.082353 0.066667 0.176471
-0.082353 0.066667 0.176471
-0.082353 0.066667 0.176471
-0.082353 0.066667 0.176471
-0.090196 0.058824 0.168628
-0.090196 0.058824 0.168628
-0.090196 0.058824 0.168628
-0.098039 0.050980 0.160784
-0.105882 0.043137 0.152941
-0.105882 0.043137 0.145098
-0.113725 0.035294 0.145098
-0.113725 0.035294 0.145098
-0.113725 0.035294 0.145098
-0.113725 0.035294 0.145098
-0.121569 0.027451 0.137255
-0.121569 0.027451 0.137255
-0.121569 0.027451 0.137255
-0.050980 0.113726 0.207843
-0.058824 0.105882 0.200000
-0.050980 0.105882 0.200000
-0.043137 0.098039 0.207843
-0.043137 0.090196 0.207843
-0.050980 0.082353 0.200000
-0.058824 0.082353 0.200000
-0.058824 0.090196 0.192157
-0.066667 0.090196 0.184314
-0.074510 0.082353 0.176471
-0.074510 0.082353 0.176471
-0.066667 0.082353 0.176471
-0.066667 0.082353 0.168628
-0.074510 0.066667 0.160784
-0.074510 0.066667 0.160784
-0.082353 0.066667 0.152941
-0.082353 0.058824 0.145098
-0.090196 0.050980 0.137255
-0.090196 0.050980 0.137255
-0.090196 0.058824 0.145098
-0.090196 0.050980 0.145098
-0.098039 0.050980 0.137255
-0.098039 0.043137 0.137255
-0.105882 0.035294 0.129412
-0.105882 0.035294 0.129412
-0.105882 0.035294 0.121569
-0.113725 0.035294 0.129412
-0.113725 0.027451 0.129412
-0.113725 0.027451 0.129412
-0.121569 0.019608 0.121569
-0.121569 0.019608 0.113726
-0.113725 0.027451 0.121569
-0.043137 0.113726 0.200000
-0.050980 0.105882 0.192157
-0.050980 0.105882 0.192157
-0.043137 0.098039 0.207843
-0.043137 0.098039 0.207843
-0.058824 0.082353 0.192157
-0.058824 0.082353 0.192157
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.168628
-0.074510 0.082353 0.168628
-0.066667 0.074510 0.168628
-0.066667 0.074510 0.168628
-0.074510 0.066667 0.160784
-0.074510 0.066667 0.152941
-0.082353 0.058824 0.137255
-0.082353 0.058824 0.137255
-0.098039 0.043137 0.121569
-0.098039 0.043137 0.121569
-0.090196 0.043137 0.121569
-0.098039 0.043137 0.121569
-0.098039 0.043137 0.121569
-0.098039 0.043137 0.121569
-0.105882 0.035294 0.113726
-0.105882 0.035294 0.113726
-0.105882 0.035294 0.113726
-0.105882 0.035294 0.113726
-0.113725 0.027451 0.121569
-0.113725 0.027451 0.121569
-0.121569 0.019608 0.113726
-0.121569 0.019608 0.105882
-0.113725 0.027451 0.105882
-0.043137 0.113726 0.200000
